11750114.13	11618426.39	18167705.75	11527839.21	Batang-pepaya
37586782.17	36319590.75	81179969.48	35302968.39	Batang-pepaya
36632877.0	36800121.7	80385358.2	32902436.75	Batang-pepaya
12193915.09	11735631.34	20791066.95	11932035.37	Batang-pepaya
22876591.27	21312351.74	40256386.92	21365810.7	Batang-pepaya
27143477.34	25402711.98	46019659.53	23807329.08	Batang-pepaya
15489372.61	15308299.73	35986235.79	15399735.04	Batang-pepaya
30317739.65	29853157.84	70243424.73	28415311.79	Batang-pepaya
41504301.15	38742961.24	72929115.99	36789634.02	Batang-pepaya
9919634.06	9715915.15	15337009.29	9683006.12	Batang-pepaya
13548579.11	13040703.86	18612426.92	13200417.97	Batang-pepaya
10926227.65	10782030.45	16660637.5	10810701.89	Batang-pepaya
12220068.27	12062933.42	20691968.69	12156477.05	Batang-pepaya
12635643.63	12394434.31	18049487.87	12611785.75	Batang-pepaya
16908725.33	16250831.09	31834072.34	16354174.55	Batang-pepaya
21387237.35	20580209.69	38443087.77	20632158.48	Batang-pepaya
31031780.61	29400980.06	69405244.89	29708299.36	Batang-pepaya
21513616.04	20904071.6	34581459.51	20404642.39	Batang-pepaya
42794244.48	38146899.09	63836353.5	38283212.9	Batang-pepaya
16854876.1	16225231.26	26247947.13	16231643.63	Batang-pepaya
28772681.09	27439045.66	67441112.56	27516333.33	Batang-pepaya
11173962.83	10862527.42	18679760.0	10896683.64	Batang-pepaya
14293818.79	13630343.67	20705181.04	13326334.67	Batang-pepaya
12196845.16	12104568.37	14282732.08	12114138.3	Batang-pepaya
19471442.59	18325471.23	33830145.73	17994127.94	Batang-pepaya
28143643.16	23011394.23	39873682.08	25818410.38	Batang-jambu
28340252.46	23505122.24	33350050.59	23708836.29	Batang-jambu
27641389.99	23119587.45	36484919.92	24187231.47	Batang-jambu
20032765.38	17987571.78	32840640.17	19140840.31	Batang-jambu
29990751.33	26018909.98	36902081.63	24424526.75	Batang-jambu
128861450.46	106552556.38	144693544.06	104802162.35	Batang-jambu
55456831.08	47503549.39	65815825.69	43839912.96	Batang-jambu
29886124.68	25299527.22	35166273.66	24197021.69	Batang-jambu
59584783.2	54206984.11	80187028.21	49229808.68	Batang-jambu
29999110.74	25115738.47	36446139.73	24396056.53	Batang-jambu
36871597.16	33611056.78	54802679.95	30864490.08	Batang-jambu
26432342.75	21929089.81	32433605.3	21761505.69	Batang-jambu
64139200.73	50955890.27	71395899.69	53128825.47	Batang-jambu
95654321.48	74516939.57	108963328.04	83067875.08	Batang-jambu
71662043.58	56030619.06	72629385.1	54278388.22	Batang-jambu
70727231.12	59754113.03	87256067.65	60471177.13	Batang-jambu
42664461.35	34573038.92	53722436.41	37468849.91	Batang-jambu
53165153.16	43289108.2	64977877.63	44134054.4	Batang-jambu
58775993.18	46720689.02	64020992.64	47036798.29	Batang-jambu
140399731.92	106340678.25	119825012.96	101017437.23	Batang-jambu
81587807.0	63226821.66	83477762.78	65918315.12	Batang-jambu
40704917.32	25254499.01	29396332.26	24557219.96	Batang-jambu
60981253.7	39250919.39	43188556.44	35317589.23	Batang-jambu
37903477.14	28332696.13	40021316.38	29523444.02	Batang-jambu
47808369.5	35406449.44	41806468.1	34671622.96	Batang-jambu
25728686.18	26195723.59	27071989.62	26569172.84	Batang-pisang
34557939.7	32748654.18	52911959.92	33002590.12	Batang-pisang
23418709.93	23397920.78	18276147.74	26267731.04	Batang-pisang
43084847.16	41659860.46	54253243.1	41758940.8	Batang-pisang
38768221.66	35608468.19	51520625.44	35928983.75	Batang-pisang
41054262.87	37948854.06	60673248.07	36429948.57	Batang-pisang
31581370.03	27555845.77	34924209.36	26528452.49	Batang-pisang
35980796.22	31690472.29	45837220.78	30154309.98	Batang-pisang
17886649.45	18225873.79	18071082.84	18010727.57	Batang-pisang
22133601.63	23817056.4	24078701.58	21818281.18	Batang-pisang
13323925.83	13839652.73	13923000.69	14439800.27	Batang-pisang
14882823.77	15600882.66	15408020.79	15633194.59	Batang-pisang
14980290.53	14587229.55	14238080.2	14148548.89	Batang-pisang
21569540.18	19021643.77	20274986.74	20062147.27	Batang-pisang
34892066.91	31529868.62	43785756.67	30264139.92	Batang-pisang
17656450.88	18482417.59	18381965.83	17656104.57	Batang-pisang
12436927.93	12553072.6	15264078.67	11846498.09	Batang-pisang
19931073.3	19259798.55	20832899.04	19261366.29	Batang-pisang
17313588.4	17217382.77	21327161.98	17000021.19	Batang-pisang
18890394.38	18168365.21	20201939.38	17801754.64	Batang-pisang
40856043.72	34616641.21	44772542.58	34916654.42	Batang-pisang
46189758.2	39609076.48	49376873.42	40306879.66	Batang-pisang
30691553.28	27361332.72	43293285.79	26962031.52	Batang-pisang
27232171.49	24860895.56	31763120.24	25575034.5	Batang-pisang
29819326.32	27779307.1	33872370.45	28641367.24	Batang-pisang
